"sku","name","weight","manufacturer","shoes_size","shoe_type","color","category_ids","status","price","qty","visibility","tax_class_id","description","short_description","thumbnail","small_image","image","attribute_set","websites","store","type","is_in_stock","special_price","special_from_date","special_to_date"
"S52GIAY1358311012R1094",333,0,"dollyvn",37,"Giày đế xuồng","Đen","3,36,80","Hiệu lực",450000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng Bít Gót Sọc
Chiều cao : 7 cm
Chất liệu : Da tổng hợp
Đôi 333 là đôi giày sẵn sàng, tiện lợi dễ mang chonhững dịp mà bạn vẫn muốn mang một chút cao gót nhưng không muốn một đôi giày quá cao.Với sắc đen sang trọng, thiết kế đế xuồng thời trang với điểm nhấn phần gót sọc chạy sọc trắng đen, 333 là sự lựa chọn hoàn hảo với xu hướng trung lập, thoải mái.","none","/H/giay/3f951f_b8254598a315bc1e41e7f14c97f6eb0e.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1095",333,0,"dollyvn",38,"Giày đế xuồng","Đen","3,36,80","Hiệu lực",450000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng Bít Gót Sọc
Chiều cao : 7 cm
Chất liệu : Da tổng hợp
Đôi 333 là đôi giày sẵn sàng, tiện lợi dễ mang chonhững dịp mà bạn vẫn muốn mang một chút cao gót nhưng không muốn một đôi giày quá cao.Với sắc đen sang trọng, thiết kế đế xuồng thời trang với điểm nhấn phần gót sọc chạy sọc trắng đen, 333 là sự lựa chọn hoàn hảo với xu hướng trung lập, thoải mái.","none","/H/giay/3f951f_b8254598a315bc1e41e7f14c97f6eb0e.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1096",333,0,"dollyvn",39,"Giày đế xuồng","Đen","3,36,80","Hiệu lực",450000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng Bít Gót Sọc
Chiều cao : 7 cm
Chất liệu : Da tổng hợp
Đôi 333 là đôi giày sẵn sàng, tiện lợi dễ mang chonhững dịp mà bạn vẫn muốn mang một chút cao gót nhưng không muốn một đôi giày quá cao.Với sắc đen sang trọng, thiết kế đế xuồng thời trang với điểm nhấn phần gót sọc chạy sọc trắng đen, 333 là sự lựa chọn hoàn hảo với xu hướng trung lập, thoải mái.","none","/H/giay/3f951f_b8254598a315bc1e41e7f14c97f6eb0e.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1097",333,0,"dollyvn",40,"Giày đế xuồng","Đen","3,36,80","Hiệu lực",450000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng Bít Gót Sọc
Chiều cao : 7 cm
Chất liệu : Da tổng hợp
Đôi 333 là đôi giày sẵn sàng, tiện lợi dễ mang chonhững dịp mà bạn vẫn muốn mang một chút cao gót nhưng không muốn một đôi giày quá cao.Với sắc đen sang trọng, thiết kế đế xuồng thời trang với điểm nhấn phần gót sọc chạy sọc trắng đen, 333 là sự lựa chọn hoàn hảo với xu hướng trung lập, thoải mái.","none","/H/giay/3f951f_b8254598a315bc1e41e7f14c97f6eb0e.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1098",318,0,"dollyvn",34,"Giày đế xuồng","Violet","3,36,80","Hiệu lực",390000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng
Chiều cao : 7 cm
Chất liệu : Nỉ
Hãy thử một phong cách hoàn toàn mới trong năm 2012 với 318 cùng gam màu tím violet ấn tượng và sành điệu khi kết hợp với những chiếc váy ôm dáng , xắc tay thời trang cho đêm cuối tuần của bạn sẽ đầy bất ngờ và thú vị","none","/H/giay/3f951f_4c2b68389cf06c7bc26325d01c5242bb.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1099",318,0,"dollyvn",35,"Giày đế xuồng","Violet","3,36,80","Hiệu lực",390000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng
Chiều cao : 7 cm
Chất liệu : Nỉ
Hãy thử một phong cách hoàn toàn mới trong năm 2012 với 318 cùng gam màu tím violet ấn tượng và sành điệu khi kết hợp với những chiếc váy ôm dáng , xắc tay thời trang cho đêm cuối tuần của bạn sẽ đầy bất ngờ và thú vị","none","/H/giay/3f951f_4c2b68389cf06c7bc26325d01c5242bb.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1100",318,0,"dollyvn",36,"Giày đế xuồng","Violet","3,36,80","Hiệu lực",390000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng
Chiều cao : 7 cm
Chất liệu : Nỉ
Hãy thử một phong cách hoàn toàn mới trong năm 2012 với 318 cùng gam màu tím violet ấn tượng và sành điệu khi kết hợp với những chiếc váy ôm dáng , xắc tay thời trang cho đêm cuối tuần của bạn sẽ đầy bất ngờ và thú vị","none","/H/giay/3f951f_4c2b68389cf06c7bc26325d01c5242bb.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1101",318,0,"dollyvn",37,"Giày đế xuồng","Violet","3,36,80","Hiệu lực",390000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng
Chiều cao : 7 cm
Chất liệu : Nỉ
Hãy thử một phong cách hoàn toàn mới trong năm 2012 với 318 cùng gam màu tím violet ấn tượng và sành điệu khi kết hợp với những chiếc váy ôm dáng , xắc tay thời trang cho đêm cuối tuần của bạn sẽ đầy bất ngờ và thú vị","none","/H/giay/3f951f_4c2b68389cf06c7bc26325d01c5242bb.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1102",318,0,"dollyvn",38,"Giày đế xuồng","Violet","3,36,80","Hiệu lực",390000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng
Chiều cao : 7 cm
Chất liệu : Nỉ
Hãy thử một phong cách hoàn toàn mới trong năm 2012 với 318 cùng gam màu tím violet ấn tượng và sành điệu khi kết hợp với những chiếc váy ôm dáng , xắc tay thời trang cho đêm cuối tuần của bạn sẽ đầy bất ngờ và thú vị","none","/H/giay/3f951f_4c2b68389cf06c7bc26325d01c5242bb.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1103",318,0,"dollyvn",39,"Giày đế xuồng","Violet","3,36,80","Hiệu lực",390000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng
Chiều cao : 7 cm
Chất liệu : Nỉ
Hãy thử một phong cách hoàn toàn mới trong năm 2012 với 318 cùng gam màu tím violet ấn tượng và sành điệu khi kết hợp với những chiếc váy ôm dáng , xắc tay thời trang cho đêm cuối tuần của bạn sẽ đầy bất ngờ và thú vị","none","/H/giay/3f951f_4c2b68389cf06c7bc26325d01c5242bb.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1104",318,0,"dollyvn",40,"Giày đế xuồng","Violet","3,36,80","Hiệu lực",390000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng
Chiều cao : 7 cm
Chất liệu : Nỉ
Hãy thử một phong cách hoàn toàn mới trong năm 2012 với 318 cùng gam màu tím violet ấn tượng và sành điệu khi kết hợp với những chiếc váy ôm dáng , xắc tay thời trang cho đêm cuối tuần của bạn sẽ đầy bất ngờ và thú vị","none","/H/giay/3f951f_4c2b68389cf06c7bc26325d01c5242bb.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","/H/giay/3f951f_3b29e3bbba1584087d216f7e78596998.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1105",350,0,"dollyvn",34,"Giày búp bê","Kem","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1106",350,0,"dollyvn",35,"Giày búp bê","Kem","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1107",350,0,"dollyvn",36,"Giày búp bê","Kem","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1108",350,0,"dollyvn",37,"Giày búp bê","Kem","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1109",350,0,"dollyvn",38,"Giày búp bê","Kem","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1110",350,0,"dollyvn",39,"Giày búp bê","Kem","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1111",350,0,"dollyvn",40,"Giày búp bê","Kem","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","/H/giay/3f951f_a9a3de1fda42c5de055d831da7a7b4c2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1112",350,0,"dollyvn",34,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1113",350,0,"dollyvn",35,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1114",350,0,"dollyvn",36,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1115",350,0,"dollyvn",37,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1116",350,0,"dollyvn",38,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1117",350,0,"dollyvn",39,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1118",350,0,"dollyvn",40,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Đính Khóa Vàng
Chiều cao : 0 cm
Chất liệu : Da Tổng Hợp + Nỉ 
Đôi 350 là đôi giày sẵn sàng, tiện lợi dễ mang cho mỗi ngày bận rộn của bạn.Với sắc đen sang trọng đính kèm khóa vàng độc đáo, 350 là sự lựachọn hoàn hảo với xu hướng trung lập, thoải mái. ","none","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","/H/giay/3f951f_95431aa53f7b5ebbf4cca0ba267b06dd.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1119",339,0,"dollyvn",34,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Vàng Đồng
Chất liệu : Da tổng hợp
Tương phản tông màu vàng đen làm cho 339 trở nên thu hút. Sang trọng khi phần mũi được vá 1 lớp vàng đồng và đính kèm họa tiết nơ xinh xắn, 339 sẽ giúp bạn thêm tự tin đến tham giacác buổi tiệc nhẹ hoặc xuống phố bạn bè.","none","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1120",339,0,"dollyvn",35,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Vàng Đồng
Chất liệu : Da tổng hợp
Tương phản tông màu vàng đen làm cho 339 trở nên thu hút. Sang trọng khi phần mũi được vá 1 lớp vàng đồng và đính kèm họa tiết nơ xinh xắn, 339 sẽ giúp bạn thêm tự tin đến tham giacác buổi tiệc nhẹ hoặc xuống phố bạn bè.","none","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1121",339,0,"dollyvn",36,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Vàng Đồng
Chất liệu : Da tổng hợp
Tương phản tông màu vàng đen làm cho 339 trở nên thu hút. Sang trọng khi phần mũi được vá 1 lớp vàng đồng và đính kèm họa tiết nơ xinh xắn, 339 sẽ giúp bạn thêm tự tin đến tham giacác buổi tiệc nhẹ hoặc xuống phố bạn bè.","none","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1122",339,0,"dollyvn",37,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Vàng Đồng
Chất liệu : Da tổng hợp
Tương phản tông màu vàng đen làm cho 339 trở nên thu hút. Sang trọng khi phần mũi được vá 1 lớp vàng đồng và đính kèm họa tiết nơ xinh xắn, 339 sẽ giúp bạn thêm tự tin đến tham giacác buổi tiệc nhẹ hoặc xuống phố bạn bè.","none","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1123",339,0,"dollyvn",38,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Vàng Đồng
Chất liệu : Da tổng hợp
Tương phản tông màu vàng đen làm cho 339 trở nên thu hút. Sang trọng khi phần mũi được vá 1 lớp vàng đồng và đính kèm họa tiết nơ xinh xắn, 339 sẽ giúp bạn thêm tự tin đến tham giacác buổi tiệc nhẹ hoặc xuống phố bạn bè.","none","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1124",339,0,"dollyvn",39,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Vàng Đồng
Chất liệu : Da tổng hợp
Tương phản tông màu vàng đen làm cho 339 trở nên thu hút. Sang trọng khi phần mũi được vá 1 lớp vàng đồng và đính kèm họa tiết nơ xinh xắn, 339 sẽ giúp bạn thêm tự tin đến tham giacác buổi tiệc nhẹ hoặc xuống phố bạn bè.","none","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1125",339,0,"dollyvn",40,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Vàng Đồng
Chất liệu : Da tổng hợp
Tương phản tông màu vàng đen làm cho 339 trở nên thu hút. Sang trọng khi phần mũi được vá 1 lớp vàng đồng và đính kèm họa tiết nơ xinh xắn, 339 sẽ giúp bạn thêm tự tin đến tham giacác buổi tiệc nhẹ hoặc xuống phố bạn bè.","none","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","/H/giay/3f951f_9cf7f11694b21a5a63f6bcad58c29259.jpg.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1126",336,0,"dollyvn",34,"Giày búp bê","Hồng","3,36,80","Hiệu lực",335000,10,"Catalog, Search","None","Tên : Giày Búp Bê Nơ
Chất liệu : Vải
Giày búp bê đế bằng 336 là một ý tưởng tuyệt vời cho bạn khởi đầu ngày mới năng động. Giày được thiết kế trên tông hồng tươi và điểm nhấn là chiếc nơ đen cá tính mang đến cho bạn nét trẻ trung và duyên dáng khi xuống phố hoặc picnic dã ngoại.","none","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1127",336,0,"dollyvn",35,"Giày búp bê","Hồng","3,36,80","Hiệu lực",335000,10,"Catalog, Search","None","Tên : Giày Búp Bê Nơ
Chất liệu : Vải
Giày búp bê đế bằng 336 là một ý tưởng tuyệt vời cho bạn khởi đầu ngày mới năng động. Giày được thiết kế trên tông hồng tươi và điểm nhấn là chiếc nơ đen cá tính mang đến cho bạn nét trẻ trung và duyên dáng khi xuống phố hoặc picnic dã ngoại.","none","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1128",336,0,"dollyvn",36,"Giày búp bê","Hồng","3,36,80","Hiệu lực",335000,10,"Catalog, Search","None","Tên : Giày Búp Bê Nơ
Chất liệu : Vải
Giày búp bê đế bằng 336 là một ý tưởng tuyệt vời cho bạn khởi đầu ngày mới năng động. Giày được thiết kế trên tông hồng tươi và điểm nhấn là chiếc nơ đen cá tính mang đến cho bạn nét trẻ trung và duyên dáng khi xuống phố hoặc picnic dã ngoại.","none","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","/H/giay/3f951f_8326e3a7237a1cd6d4e3e14465d48cc2.jpg","Giay","base","admin","simple",1,,,
